num__Soil_pH,num__Temperature,num__Humidity,num__Wind_Speed,num__N,num__P,num__K,num__Soil_Quality,cat__Crop_Type_Barley,cat__Crop_Type_Corn,cat__Crop_Type_Cotton,cat__Crop_Type_Potato,cat__Crop_Type_Rice,cat__Crop_Type_Soybean,cat__Crop_Type_Sugarcane,cat__Crop_Type_Sunflower,cat__Crop_Type_Tomato,cat__Crop_Type_Wheat,cat__Soil_Type_Clay,cat__Soil_Type_Loamy,cat__Soil_Type_Peaty,cat__Soil_Type_Saline,cat__Soil_Type_Sandy,dataset_split,Crop_Yield
0.18613569429502447,-0.37905822776565495,0.7820412770227965,-1.6687671930403978,-0.5629810089841131,-1.0292821325394215,-1.4250791890260261,0.10695766476926069,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,train,56.5598764816697
0.18613569429502447,-0.5317103586428916,0.8458315533547631,1.4315515769411526,-1.4913223615292859,-1.951000456737382,-1.4250791890260261,-0.1913368330620489,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,train,24.191604183877715
-1.3279319766355284,0.5159216200689266,-0.39463089980522464,-1.1401297080355741,-1.5377394291565445,-0.9140673420146765,-0.41044280074479395,-0.8542134949094032,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,train,7.8465502365537905
-0.4194913740771967,-1.6070675208612388,0.8458315533547631,1.9327427448553012,-0.5629810089841131,0.23808056323277477,0.24608662696659162,0.5212555784238576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,train,0.0
-0.4194913740771967,-0.9451608600125563,0.8458315533547631,-0.8344839310559413,-1.1199858205112168,-0.3379933893909513,0.24608662696659162,0.33896449641583537,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,train,40.32197348768263
1.7002033652255772,0.23727522194914172,-0.028281350556495784,-0.6558838494797051,-0.09881033271152667,-0.3956007846533238,0.3654556138232072,-1.3584732412432838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,train,48.04563712330115
0.18613569429502447,-0.4109811449201424,0.8240118403933071,-0.6924425132177834,-0.09881033271152667,-0.5684229704404414,-0.7088652678863329,0.35553641296201866,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,train,41.262850356044176
-0.11667783989108611,0.19396442213785853,0.028661398732675435,0.6036376306897935,1.0151992903426807,1.5054432590049696,2.1559904166724406,1.7310054862952802,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,train,42.63833790082573
0.18613569429502447,-1.34995629802274,0.8458315533547631,1.3859371976793171,-0.09881033271152667,-0.5684229704404414,-1.0669722284561796,0.3058206633234671,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,train,0.0
-0.11667783989108611,-0.7301380049555889,0.8458315533547631,-0.32209586967548,1.6650382371243015,1.5054432590049696,0.962300548106285,1.674187486708364,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,train,66.20135617516922
-0.4194913740771967,-0.841626284806806,0.8458315533547631,-0.09353225126136057,1.108033425597198,0.8141545158564992,0.7235625743930538,0.968697325170822,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,train,9.990168524006698
-0.4194913740771967,-1.522902234933814,0.8458315533547631,-0.15479278742784386,1.108033425597198,0.8141545158564992,0.7235625743930538,0.968697325170822,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,train,0.0
-0.11667783989108611,-0.4507848092459793,0.8458315533547631,0.11255854258775896,-0.28447860322056123,0.8141545158564992,1.5591454823893636,1.2575221564043124,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,train,80.2158171776501
0.18613569429502447,0.20010160966146504,0.020592549115025144,0.9407473992807354,-1.0271516852566989,-1.0292821325394215,-0.7088652678863329,0.12352958131544482,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,train,29.055915149322463
-0.4194913740771967,-0.5994271025806936,0.8458315533547631,1.4038420143143178,-1.1199858205112168,-0.3379933893909513,0.24608662696659162,0.33896449641583537,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,train,58.912902932054095
0.18613569429502447,-0.6301921299090284,0.8458315533547631,-0.9076255995529603,-1.0271516852566989,-1.4901412946384018,-1.783186149595873,-0.09190533378494571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,train,37.485252782944
-0.4194913740771967,2.3274870646755095,-2.7763813496384064,0.9052696416578562,-0.5629810089841131,-0.9140673420146765,-0.23138932045987062,0.28924874677728374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,train,0.0
-1.3279319766355284,-0.5136196471525027,0.8458315533547631,-1.2822053056374518,-1.5377394291565445,-0.9140673420146765,-0.41044280074479395,-0.8542134949094032,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,train,61.04848664400694
1.7002033652255772,-0.23666776019646335,0.5948338199615189,0.3499132244617435,0.5046115464428357,0.23808056323277393,-0.17170482703156284,-1.3229619915014614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,train,49.42266207521962
1.7002033652255772,0.3237017527522016,-0.14191038296631409,2.181121794876436,1.108033425597198,0.8717619111188725,0.3654556138232072,-1.2448372420694518,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,train,18.889218895256978
-1.3279319766355284,0.8567635627250436,-0.8427518620702777,0.3382095970685851,-1.0271516852566995,-0.395600784653323,-0.41044280074479395,-0.7595168289312101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,train,0.0
-1.3279319766355284,0.1898021053581849,0.034133792728624546,-0.5494215609674842,-1.0271516852566995,-0.395600784653323,-0.41044280074479395,-0.7595168289312101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,train,27.476403658289698
-0.11667783989108611,-0.29517778786581617,0.6717597102936217,0.04899026551024923,2.3148771839059226,2.1967320021534396,1.5591454823893636,2.0150954842298607,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,train,72.00660673377502
-0.11667783989108611,-0.5237720863138018,0.8458315533547631,-0.08656509115591147,0.36536034356105973,0.8141545158564992,0.962300548106285,1.2954008227955895,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,train,80.42284363212755
0.18613569429502447,-1.6984478279840785,0.8458315533547631,-0.810525140038197,-1.0271516852566989,-1.0292821325394215,-0.7088652678863329,0.12352958131544482,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,train,0.0
0.18613569429502447,-0.33262862741738536,0.7209980937117556,1.0513357788644293,-1.0271516852566989,-1.0292821325394215,-0.7088652678863329,0.12352958131544482,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,train,66.5600551512786
-0.4194913740771967,0.8383747877260127,-0.8185752731116963,-0.4009385333323838,-0.5629810089841131,-0.9140673420146765,-0.23138932045987062,0.28924874677728374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,train,26.07106302604135
-1.3279319766355284,-0.590007296360609,0.8458315533547631,-1.8608484321449794,0.5046115464428357,0.1228657727080289,-0.41044280074479395,-0.5606538303770037,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,train,27.80797385373988
0.18613569429502447,-1.2807420990896643,0.8458315533547631,-1.0181654473468549,-1.0271516852566989,-1.0292821325394215,-0.7088652678863329,0.12352958131544482,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,train,14.121285614769366
0.18613569429502447,0.5969115494434654,-0.5011121761477726,0.38123131054220294,-1.4913223615292859,-1.4901412946384018,-1.4250791890260261,-0.12504916687731318,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,train,4.764600325324578
-0.4194913740771967,-0.41140336226054824,0.8245669494253496,1.9340507701281977,-0.005976197457009391,-0.3379933893909513,-0.7088652678863329,0.4052521626005703,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,train,60.92648331831544
1.7002033652255772,1.2845846622941133,-1.405228420331217,-0.7585311297071602,-0.702232211865889,0.23808056323277393,0.9026160546779781,-1.3419013246970999,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,train,0.0
-1.3279319766355284,-0.2627783543533617,0.6291626484141458,-0.8536392925252264,0.5046115464428357,0.1228657727080289,-0.41044280074479395,-0.5606538303770037,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,train,37.28588668708205
1.7002033652255772,1.6726577016438036,-1.9154463309184784,0.776203228492569,0.5046115464428357,0.8717619111188725,1.4397764955327472,-1.2330001588221773,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,train,0.0
1.7002033652255772,-0.660395321802272,0.8458315533547631,-0.4560835754804271,-0.09881033271152667,0.8717619111188725,0.9026160546779781,-1.2850833251101836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,train,42.77653599955242
-0.4194913740771967,0.1515813597889258,0.08438440786569718,-1.4971334513926495,1.108033425597198,0.8141545158564992,0.7235625743930538,0.968697325170822,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,train,86.55769100268314
-0.11667783989108611,1.673112812948689,-1.9160446871955656,-1.2064873928505588,-0.28447860322056123,0.8141545158564992,1.5591454823893636,1.2575221564043124,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,train,0.0
-0.11667783989108611,-0.19080747237884074,0.5345391386601636,-1.1802830190320737,0.36536034356105973,1.5054432590049696,1.5591454823893636,1.5037334879476147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,train,72.70113977489154
0.18613569429502447,-0.11242331664833446,0.4314837957098191,0.4432848918764058,-1.0271516852566989,-1.4901412946384018,-1.783186149595873,-0.09190533378494571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,train,33.22224793336448
-1.3279319766355284,0.9855319694328535,-1.0120497538542723,0.030181393816239164,-0.005976197457009391,-0.395600784653323,-0.8282342547429484,-0.688494329447565,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,train,0.0
